Publication Number,Application Number,Disclosure-Information ,Specification,Responsible Working Group,CT WG 4,SA 2,RAN 3,RAN 2,RAN 5,RAN 6,SA 6,SA 5,CT WG 3,CT WG 1,RAN 4,SA 1,RAN 1,SA 3,CT WG 6,SA 4
EP1386510B1,EP2001943298A,ISLD : ISLD-201809-258 Disc : 26 Project : 5G Standard : TS 24.008|TS 24.229 Version : 15.1.0|15.1.0 Section : 4.7.4|4.7.7.5|5.2.10.3|B.2.2.6 Disclosure-Date : 09/14/18,TS 24.008|TS 24.229,CT WG 1|CT WG 1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
JP05179237B2,JP200897137A,ISLD : ISLD-201809-271 Disc : 7 Project : 5G Standard : TS 38.331|TS 38.401 Version : 15.1.0| Section : 5.3.8|5.3 Disclosure-Date : 09/14/18,TS 38.331|TS 38.401,RAN 2|RAN 3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EP1627481B1,EP2004733403A,ISLD : ISLD-201809-255 Disc : 9 Project : 5G Standard : TS 23.228|TS 23.228|TS 24.229 Version : 15.2.0|15.2.0|15.2.0 Section : 4.13.3||5.1.1.2|7.9.3 Disclosure-Date : 09/14/18,TS 23.228|TS 23.228|TS 24.229,SA 2|SA 2|CT WG 1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP1493285B1,EP2003722249A,"ISLD : ISLD-201810-067 Disc : 19 Project : 5G Standard : TS 24.610|TS 29.163|TS 23.228|TS 29.163|TS 24.610|TS 23.228 Version : 15.1.0|15.3.0|15.2.0|15.3.0|15.1.0|15.2.0 Section : 4||5.11.1.2|6, 4.1, 7.4, 7.5, 6.2, 7.2, 7.4.10, 9.2.9|| Disclosure-Date : 10/24/18",TS 24.610|TS 29.163|TS 23.228|TS 29.163|TS 24.610|TS 23.228,CT WG 1|CT WG 3|SA 2|CT WG 3|CT WG 1|SA 2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0
EP1845741B1,EP2006290857A,ISLD : ISLD-201809-265 Disc : 8 Project : 5G Standard : TS 38.331|TS 38.300|TS 38.300|TS 38.331 Version : 15.2.1|15.2.0|15.2.0|15.2.1 Section : 4.2.1|15.3.3.1|15.3.3.2|15.3.3.5|| Disclosure-Date : 09/14/18,TS 38.331|TS 38.300|TS 38.300|TS 38.331,RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
EP1334625B1,EP2001996977A,"ISLD : ISLD-201810-067 Disc : 21 Project : 5G Standard : TS 29.163|TS 29.163 Version : 15.3.0|15.3.0 Section : |6.1, 4.1,9.1, 5.2 Disclosure-Date : 10/24/18",TS 29.163|TS 29.163,CT WG 3|CT WG 3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
EP2005629A4,EP2007730635A,ISLD : ISLD-201809-311 Disc : 1 Project : 5G Standard : TS 38.214|TS 38.331|TS 38.331 Version : 15.2.0|15.2.0|15.2.0 Section : 5.2.1.4.2|5.2.2.1|6.3.2| Disclosure-Date : 09/15/18,TS 38.214|TS 38.331|TS 38.331,RAN 1|RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
CN102868681A,CN201210280041A,"ISLD : ISLD-201810-013 Disc : 4 Project : 5G Standard : TS 23.216|TS 23.237|TS 23.237 Version : 15.1.0|15.1.0|15.1.0 Section : 6.2.2.1|6.2.2.2|6.3.1.5|6.3.2.1.4| Disclosure-Date : 10/04/18
ISLD : ISLD-201810-064 Disc : 21 Project : 5G Standard : TS 23.216|TS 23.237|TS 23.237 Version : 15.1.0|15.1.0|15.1.0 Section : 6.2.2.1, 6.2.2.2|6.3.2.1.4, 6.3.1.5| Disclosure-Date : 10/24/18",TS 23.216|TS 23.237|TS 23.237,SA 2|SA 2|SA 2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN101232734B,CN200810009980A,"ISLD : ISLD-201809-271 Disc : 25 Project : 5G Standard : TS 36.211|TS 36.300|TS 36.211|TS 36.300 Version : 15.2.0|15.2.0|15.2.0|15.2.0 Section : 6.6.4|15.1|4.1|5|5.3|7.4|| Disclosure-Date : 09/14/18
ISLD : ISLD-201809-285 Disc : 3 Project : 5G Standard : TS 36.211|TS 36.300|TS 36.211|TS 36.300 Version : 15.2.0|15.2.0|15.2.0|15.2.0 Section : 6.6.4|15.1|4.1|5|5.3|7.4|| Disclosure-Date : 09/15/18",TS 36.211|TS 36.300|TS 36.211|TS 36.300,RAN 1|RAN 2|RAN 1|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
US8331323B2,US2010891464A,ISLD : ISLD-201901-026 Disc : 7 Project : 5G Standard : TS 23.402|TS 23.401|TS 23.272|TS 23.402|TS 23.401|TS 23.272 Version : 15.3.0|15.5.0|15.0.0|15.3.0|15.5.0|15.0.0 Section : |5.3.3.1|5.5.1.2||9.1|9.7||B.1.2.1|B.2.1.2 Disclosure-Date : 02/05/19,TS 23.402|TS 23.401|TS 23.272|TS 23.402|TS 23.401|TS 23.272,SA 2|SA 2|SA 2|SA 2|SA 2|SA 2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US8325833B2,US2009642936A,ISLD : ISLD-201812-049 Disc : 19 Project : 3GPP Standard : TS 36.211|TS 38.300|TS 36.212 Version : 8.0.0|15.2.0|8.0.0 Section : || Disclosure-Date : 09/25/18,TS 36.211|TS 38.300|TS 36.212,RAN 1|RAN 2|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
ES2392040T3,ES20022947T,"ISLD : ISLD-201904-005 Disc : 5 Project : 5G Standard : TS 38.214|TS 38.211|TS 38.331|TS 38.331|TS 38.214|TS 38.211|TS 38.212|TS 38.212 Version : 15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0 Section : |6.1.1,7.1.1||4.2.1,5.3.1.1,5.2.2,5.2.2.4|5.1||4.2,5,5.3| Disclosure-Date : 04/04/19",TS 38.214|TS 38.211|TS 38.331|TS 38.331|TS 38.214|TS 38.211|TS 38.212|TS 38.212,RAN 1|RAN 1|RAN 2|RAN 2|RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0
US8321351B2,US2009631674A,ISLD : ISLD-201812-049 Disc : 17 Project : 3GPP Standard : TS 36.331|TS 36.300|TS 38.300|TS 36.304 Version : 8.0.0|8.0.0|15.2.0|8.0.0 Section : ||| Disclosure-Date : 09/25/18,TS 36.331|TS 36.300|TS 38.300|TS 36.304,RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
US8305957B2,US20088273A,ISLD : ISLD-201809-256 Disc : 4 Project : 5G Standard : TS 36.213|TS 36.212|TS 36.331 Version : 15.1.0|15.1.0|15.1.0 Section : 7.1|5.3.3|6.3.2 Disclosure-Date : 09/14/18,TS 36.213|TS 36.212|TS 36.331,RAN 1|RAN 1|RAN 2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
US8306199B2,US2007907781A,ISLD : ISLD-201809-290 Disc : 2 Project : 5G Standard : TS 23.228|TS 32.240|TS 24.229|TS 23.228 Version : 15.2.0|15.0.0|15.1.0|15.2.0 Section : |5.3.4.3|4.1|4.5.4A|5.4.3.2|I.1A|I.2|4.15.2 Disclosure-Date : 09/14/18,TS 23.228|TS 32.240|TS 24.229|TS 23.228,SA 2|SA 5|CT WG 1|SA 2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
US8289933B2,US2001982317A,"ISLD : ISLD-201812-005 Disc : 19 Project : 5G Standard : TS 36.300|TS 36.211|TS 36.211 Version : 15.0.0|15.2.0|15.2.0 Section : 5.1, 5.1.3||4.1, 6.4, 6.2, 6.7 Disclosure-Date : 12/18/18",TS 36.300|TS 36.211|TS 36.211,RAN 2|RAN 1|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
EP1699184A3,EP2005255009A,"ISLD : ISLD-201812-034 Disc : 2 Project : 3GPP NR Rel 15 Standard : TS 38.213|TS 38.213|TS 38.300|TS 38.211|TS 38.214|TS 38.214|TS 38.300|TS 38.211 Version : 15.2.0|15.2.0|15.2.0|15.2.0|15.2.0|15.2.0|15.2.0|15.2.0 Section : |8.2|4.1, 5.2.5.1, 9.2.6|6.2||5.1.6.1, 5.2.1, 5.2.1.1, 5.2.2.1, 5.2.1.4|| Disclosure-Date : 11/01/18",TS 38.213|TS 38.213|TS 38.300|TS 38.211|TS 38.214|TS 38.214|TS 38.300|TS 38.211,RAN 1|RAN 1|RAN 2|RAN 1|RAN 1|RAN 1|RAN 2|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0
CN1965567B,CN200580018482A,"ISLD : ISLD-201812-005 Disc : 14 Project : 5G Standard : TS 32.280|TS 32.280 Version : 15.0.0|15.0.0 Section : 4.1,4.3.1.1,4.3| Disclosure-Date : 12/18/18",TS 32.280|TS 32.280,SA 5|SA 5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
US8249550B2,US2003673059A,"ISLD : ISLD-201812-005 Disc : 36 Project : 5G Standard : TS 24.008|TS 24.279|TS 24.279|TS 24.008 Version : 15.4.0|15.0.0|15.0.0|15.4.0 Section : |6||6.1.3.1.1,6.1.3.4,9.5.15a,9.5.15b,10.5.6.6,10.5.6.2 Disclosure-Date : 12/18/18",TS 24.008|TS 24.279|TS 24.279|TS 24.008,CT WG 1|CT WG 1|CT WG 1|CT WG 1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
US8243761B2,US2008154487A,ISLD : ISLD-201809-274 Disc : 4 Project : 5G Standard : TS 26.448|TS 26.448 Version : 15.0.0|15.0.0 Section : |5.4|5.4.3 Disclosure-Date : 09/14/18,TS 26.448|TS 26.448,SA 4|SA 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
US8244525B2,US2004993492A,ISLD : ISLD-201901-026 Disc : 14 Project : 5G Standard : TS 26.290|TS 26.290 Version : 15.0.0|15.0.0 Section : |5.2.4 Disclosure-Date : 02/05/19,TS 26.290|TS 26.290,SA 4|SA 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
US8238462B2,US200850623A,ISLD : ISLD-201904-005 Disc : 1 Project : 5G Standard : TS 36.213|TS 36.211|TS 36.331|TS 36.211|TS 36.213|TS 36.331 Version : 15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0 Section : 7.2|6.3.3||||6.3.6 Disclosure-Date : 04/04/19,TS 36.213|TS 36.211|TS 36.331|TS 36.211|TS 36.213|TS 36.331,RAN 1|RAN 1|RAN 2|RAN 1|RAN 1|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0
US8233934B2,US2003529346A,ISLD : ISLD-201809-255 Disc : 6 Project : 5G Standard : TS 23.402|TS 33.402|TS 23.402|TS 33.402 Version : 15.3.0|15.1.0|15.3.0|15.1.0 Section : |4.1|8.2.2|4.5.4| Disclosure-Date : 09/14/18,TS 23.402|TS 33.402|TS 23.402|TS 33.402,SA 2|SA 3|SA 2|SA 3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
US8234382B2,US2003491243A,ISLD : ISLD-201809-258 Disc : 27 Project : 5G Standard : TS 23.228|TS 23.228|TS 29.163 Version : 15.2.0|15.2.0|15.2.0 Section : 5.11.3.1||8.3|E.2.4.1|E.3.1 Disclosure-Date : 09/14/18,TS 23.228|TS 23.228|TS 29.163,SA 2|SA 2|CT WG 3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US8228890B2,US200846876A,ISLD : ISLD-201809-309 Disc : 57 Project : 5G Standard : TS 23.401|TS 38.331|TS 23.203|TS 38.300 Version : 15.4.0|15.2.0|15.3.0|15.2.0 Section : ||| Disclosure-Date : 09/14/18,TS 23.401|TS 38.331|TS 23.203|TS 38.300,SA 2|RAN 2|SA 2|RAN 2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
JP04977145B2,JP2008538432A,"ISLD : ISLD-201809-278 Disc : 3 Project : 5G Standard : TS 36.211|TS 36.331|TS 36.211|TS 36.331|TS 36.300|TS 36.300 Version : 15.2.0|15.2.2|15.2.0|15.2.2|15.2.0|15.2.0 Section : 6.10.1|6.10.1.2|6.11.1.2|6.6.4|||5.2|5.2.1.2|6.2.2|5.1.4|5.1.7.3| Disclosure-Date : 09/14/18
ISLD : ISLD-201809-319 Disc : 12 Project : 5G Standard : TS 38.211|TS 38.331 Version : 15.2.0|15.2.0 Section : | Disclosure-Date : 09/15/18",TS 36.211|TS 36.331|TS 36.211|TS 36.331|TS 36.300|TS 36.300,RAN 1|RAN 2|RAN 1|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0
US8218535B1,US2002311658A,ISLD : ISLD-201809-279 Disc : 1 Project : 5G Standard : TS 23.060 Version : 15.1.0 Section : 15.6 Disclosure-Date : 09/14/18,TS 23.060,SA 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP1993266B1,EP20079867A,"ISLD : ISLD-201904-018 Disc : 2 Project : 5G Standard : TS 38.300|TS 38.300|TS 38.413|TS 38.413 Version : 15.3.1|15.3.1|15.2.0|15.2.0 Section : 15.3.4||9.3.3.9,9.3.2.4| Disclosure-Date : 04/15/19",TS 38.300|TS 38.300|TS 38.413|TS 38.413,RAN 2|RAN 2|RAN 3|RAN 3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
US8214649B2,US2004881314A,"ISLD : ISLD-201810-061 Disc : 21 Project : 5G Standard : TS 33.259|TS 33.259 Version : 15.0.0|15.0.0 Section : 4.1, B.1, 4.4.1, 4.5.2| Disclosure-Date : 10/23/18",TS 33.259|TS 33.259,SA 3|SA 3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
US8185102B2,US2007845137A,ISLD : ISLD-201812-049 Disc : 9 Project : 3GPP Standard : TS 36.331|TS 38.300|TS 36.304 Version : 8.0.0|15.2.0|8.0.0 Section : || Disclosure-Date : 09/25/18,TS 36.331|TS 38.300|TS 36.304,RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
US8169965B2,US2006570870A,ISLD : ISLD-201809-299 Disc : 13 Project : 5G Standard : TS 23.401|TS 23.401|TS 24.301|TS 24.301 Version : 15.4.0|15.4.0|15.3.0|15.3.0 Section : 5.2.1|5.5.2.1|5.5.2.1.3|5.5.2.2|5.5.2.2.3|||6.1.4 Disclosure-Date : 09/14/18,TS 23.401|TS 23.401|TS 24.301|TS 24.301,SA 2|SA 2|CT WG 1|CT WG 1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
US8170063B2,US2007921107A,ISLD : ISLD-201905-054 Disc : 8 Project : 5G|LTE Standard : TS 36.331|TS 36.300|TS 36.331|TS 36.300 Version : 15.2.2|15.2.0|15.2.2|15.2.0 Section : ||5.6.9.3|23.4 Disclosure-Date : 05/27/19,TS 36.331|TS 36.300|TS 36.331|TS 36.300,RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
AT541379T,AT2005771660T,"ISLD : ISLD-201810-040 Disc : 89 Project : New Core(NC) Standard : TS 38.300|TS 23.203|TS 32.291|TS 38.413|TS 23.502|TS 23.501|TS 33.501|TS 24.501|TS 38.331|TS 32.290|TS 23.503 Version : |||||||||| Section : |||||||||| Disclosure-Date : 10/23/18
ISLD : ISLD-201812-071 Disc : 203 Project : New Core(NC) Standard : TS 23.122|TS 24.301|TS 38.413|TS 23.502|TS 23.203|TS 23.501|TS 33.501|TS 36.331|TS 24.501|TS 23.401|TS 38.331|TS 38.304|TS 23.503 Version : |||||||||||| Section : |||||||||||| Disclosure-Date : 01/02/19",TS 38.300|TS 23.203|TS 32.291|TS 38.413|TS 23.502|TS 23.501|TS 33.501|TS 24.501|TS 38.331|TS 32.290|TS 23.503,RAN 2|SA 2|SA 5|RAN 3|SA 2|SA 2|SA 3|CT WG 1|RAN 2|SA 5|SA 2,0,4,1,2,0,0,0,2,0,1,0,0,0,1,0,0
CN1697552B,CN200510078937A,ISLD : ISLD-201809-290 Disc : 13 Project : 5G Standard : TS 33.203|TS 24.229|TS 33.203|TS 24.229 Version : 15.1.0|15.3.0|15.1.0|15.3.0 Section : |5.4.1.2.1A|5.1.1|6.1.0|6.1.1| Disclosure-Date : 09/14/18,TS 33.203|TS 24.229|TS 33.203|TS 24.229,SA 3|CT WG 1|SA 3|CT WG 1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
DK2040433T3,DK200718499T,ISLD : ISLD-201809-290 Disc : 10 Project : 5G Standard : TS 33.203|TS 33.203|TS 29.228|TS 29.228 Version : 15.1.0|15.1.0|15.0.0|15.0.0 Section : |6.1.1|N.2.5|6.2.2| Disclosure-Date : 09/14/18,TS 33.203|TS 33.203|TS 29.228|TS 29.228,SA 3|SA 3|CT WG 4|CT WG 4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
AT525840T,AT2004769484T,ISLD : ISLD-201809-255 Disc : 11 Project : 5G Standard : TS 33.203|TS 24.229|TS 33.203 Version : 15.1.0|15.2.0|15.1.0 Section : |4.4.1|5.4|6.5 Disclosure-Date : 09/14/18,TS 33.203|TS 24.229|TS 33.203,SA 3|CT WG 1|SA 3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
US8036111B2,US2003398717A,ISLD : ISLD-201810-013 Disc : 11 Project : 5G Standard : TS 29.212|TS 29.213 Version : 15.1.0|15.1.0 Section : 3.2|4.2|4.5.2.3|4.5.5.0|4.5.5.1|B.2.1 Disclosure-Date : 10/04/18,TS 29.212|TS 29.213,CT WG 3|CT WG 3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
US8009816B2,US2002296477A,ISLD : ISLD-201901-026 Disc : 2 Project : 5G Standard : TS 32.240|TS 32.260|TS 32.240|TS 32.260|TS 24.229|TS 24.229 Version : 15.3.0|15.0.0|15.3.0|15.0.0|15.4.0|15.4.0 Section : |5.1.2.2|5.2.2.1.1|6.1.1.0|6.1.3.2.1|6.3.2|5.3.4.0||4.5.2| Disclosure-Date : 02/05/19,TS 32.240|TS 32.260|TS 32.240|TS 32.260|TS 24.229|TS 24.229,SA 5|SA 5|SA 5|SA 5|CT WG 1|CT WG 1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0
CN101061738B,CN200580039439A,ISLD : ISLD-201901-026 Disc : 8 Project : 5G Standard : TS 38.423|TS 23.501|TS 23.501 Version : 15.1.0|15.4.0|15.4.0 Section : 8.2.1|5.18| Disclosure-Date : 02/05/19,TS 38.423|TS 23.501|TS 23.501,RAN 3|SA 2|SA 2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
US7979901B2,US2005320567A,ISLD : ISLD-201809-294 Disc : 5 Project : 5G Standard : TS 24.302|TS 33.402|TS 24.302|TS 33.402 Version : 15.3.0|15.1.0|15.3.0|15.1.0 Section : 6.4.4|6.5.3|8.2.2|| Disclosure-Date : 09/14/18,TS 24.302|TS 33.402|TS 24.302|TS 33.402,CT WG 1|SA 3|CT WG 1|SA 3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
JP04718014B2,JP2000604577A,ISLD : ISLD-201809-309 Disc : 4 Project : 5G Standard : TS 23.401|TS 38.331|TS 38.300 Version : 15.4.0|15.2.0|15.2.0 Section : || Disclosure-Date : 09/14/18,TS 23.401|TS 38.331|TS 38.300,SA 2|RAN 2|RAN 2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
US7974295B2,US2003521155A,ISLD : ISLD-201809-282 Disc : 5 Project : 5G Standard : TS 23.228 Version : 15.1.0 Section : 4.6.4|5.19 Disclosure-Date : 09/14/18,TS 23.228,SA 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US7962121B2,US2007955002A,ISLD : ISLD-201809-294 Disc : 10 Project : 5G Standard : TS 36.331|TS 36.323|TS 36.323|TS 36.331 Version : 15.2.2|15.0.0|15.0.0|15.2.2 Section : ||6.3.5|5.3.6|6.2.2 Disclosure-Date : 09/14/18,TS 36.331|TS 36.323|TS 36.323|TS 36.331,RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CN1954364B,CN200480043056A,ISLD : ISLD-201901-026 Disc : 15 Project : 5G Standard : TS 26.290 Version : 15.0.0 Section :  Disclosure-Date : 02/05/19,TS 26.290,SA 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP1606687A4,EP2004720672A,ISLD : ISLD-201810-013 Disc : 12 Project : 5G Standard : TS 24.229|TS 23.228|TS 23.228 Version : 15.1.0|15.2.0|15.2.0 Section : 5.3.2.1||4.6.3 Disclosure-Date : 10/04/18,TS 24.229|TS 23.228|TS 23.228,CT WG 1|SA 2|SA 2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE69943253D1,DE69943253A,ISLD : ISLD-201809-261 Disc : 4 Project : 5G Standard : TS 36.300|TS 36.331|TS 36.212|TS 36.212|TS 36.300|TS 36.331 Version : 15.2.0|15.2.2|15.2.1|15.2.1|15.2.0|15.2.2 Section : 15.3.6||5.3.3|||5.8 Disclosure-Date : 09/14/18,TS 36.300|TS 36.331|TS 36.212|TS 36.212|TS 36.300|TS 36.331,RAN 2|RAN 2|RAN 1|RAN 1|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0
CN101159971B,CN200710101583A,ISLD : ISLD-201810-040 Disc : 91 Project : New Core(NC) Standard : TS 38.300|TS 23.122|TS 38.413|TS 23.502|TS 23.203|TS 23.501|TS 33.501|TS 24.501|TS 38.331|TS 38.304|TS 23.503 Version : |||||||||| Section : |||||||||| Disclosure-Date : 10/23/18,TS 38.300|TS 23.122|TS 38.413|TS 23.502|TS 23.203|TS 23.501|TS 33.501|TS 24.501|TS 38.331|TS 38.304|TS 23.503,RAN 2|CT WG 1|RAN 3|SA 2|SA 2|SA 2|SA 3|CT WG 1|RAN 2|RAN 2|SA 2,0,4,1,3,0,0,0,0,0,2,0,0,0,1,0,0
US7911954B2,US2006419580A,ISLD : ISLD-201809-319 Disc : 16 Project : 5G Standard : TS 38.321|TS 38.322 Version : 15.2.0|15.2.0 Section : | Disclosure-Date : 09/15/18,TS 38.321|TS 38.322,RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
JP04633318B2,JP2001551044A,ISLD : ISLD-201809-282 Disc : 6 Project : 5G Standard : TS 23.228|TS 23.401 Version : 15.1.0|15.1.0 Section : 5.1|5.1.1.1|4.6.2|4.7.2 Disclosure-Date : 09/14/18,TS 23.228|TS 23.401,SA 2|SA 2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP04615171B2,JP2001533693A,"ISLD : ISLD-201812-005 Disc : 20 Project : 5G Standard : TS 23.402|TS 23.402|TS 24.303|TS 24.303|TS 23.401 Version : 15.3.0|15.3.0|15.0.0|15.0.0|15.0.0 Section : 4.3.3.3, 4.5.2|||5.1.2.1|5.3.2 Disclosure-Date : 12/18/18",TS 23.402|TS 23.402|TS 24.303|TS 24.303|TS 23.401,SA 2|SA 2|CT WG 1|CT WG 1|SA 2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
US7869787B2,US2003524055A,"ISLD : ISLD-201810-067 Disc : 3 Project : 5G Standard : TS 32.240 Version : 15.1.0 Section : 4.1.0, 4.1.2 Disclosure-Date : 10/24/18",TS 32.240,SA 5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ES2349583T3,ES2008163110T,ISLD : ISLD-201809-255 Disc : 2 Project : 5G Standard : TS 23.203|TS 23.203|TS 29.213|TS 29.213|TS 23.401|TS 23.401 Version : 13.10.0|13.10.0|13.9.0|13.9.0|13.13.0|13.13.0 Section : 6.2.1|||4.3|6.3||5.4.4 Disclosure-Date : 09/14/18,TS 23.203|TS 23.203|TS 29.213|TS 29.213|TS 23.401|TS 23.401,SA 2|SA 2|CT WG 3|CT WG 3|SA 2|SA 2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0
KR1004233B1,KR20057004953A,"ISLD : ISLD-201812-005 Disc : 26 Project : 5G Standard : TS 36.133|TS 36.211|TS 36.211|TS 36.133 Version : 15.3.0|15.2.0|15.2.0|15.3.0 Section : |4.2||8.1, 8.1.2 Disclosure-Date : 12/18/18",TS 36.133|TS 36.211|TS 36.211|TS 36.133,RAN 4|RAN 1|RAN 1|RAN 4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
IL170283A,IL170283A,ISLD : ISLD-201809-255 Disc : 4 Project : 5G Standard : TS 23.228|TS 24.229|TS 23.228 Version : 15.2.0|15.2.0|15.2.0 Section : |5.4.3.3|4.6.3 Disclosure-Date : 09/14/18,TS 23.228|TS 24.229|TS 23.228,SA 2|CT WG 1|SA 2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US7813492B2,US2007913A,ISLD : ISLD-201810-064 Disc : 37 Project : 5G Standard : TS 23.228|TS 24.229|TS 23.228|TS 24.229 Version : 15.3.0|15.4.0|15.3.0|15.4.0 Section : 5.6.2|6.1.2|| Disclosure-Date : 10/24/18,TS 23.228|TS 24.229|TS 23.228|TS 24.229,SA 2|CT WG 1|SA 2|CT WG 1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
US7801106B2,US2007853657A,"ISLD : ISLD-201810-064 Disc : 1 Project : 5G Standard : TS 29.061|TS 29.061 Version : 15.3.0|15.3.0 Section : 11, 8A| Disclosure-Date : 10/24/18",TS 29.061|TS 29.061,CT WG 3|CT WG 3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
US7782872B2,US200539369A,ISLD : ISLD-201809-299 Disc : 15 Project : 5G Standard : TS 23.401|TS 23.401|TS 23.203|TS 23.203 Version : 15.4.0|15.4.0|15.3.0|15.3.0 Section : 4.7.1|4.7.2.1|4.7.2.2|4.7.3|5.4.2.1|||6.2.2.2 Disclosure-Date : 09/14/18,TS 23.401|TS 23.401|TS 23.203|TS 23.203,SA 2|SA 2|SA 2|SA 2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HK1119875A1,HK8112883A,ISLD : ISLD-201809-302 Disc : 11 Project : 5G Standard : TS 36.212|TS 36.212|TS 36.321|TS 36.321 Version : 15.2.1|15.2.1|15.2.0|15.2.0 Section : |5.1|5.4| Disclosure-Date : 09/14/18,TS 36.212|TS 36.212|TS 36.321|TS 36.321,RAN 1|RAN 1|RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
KR960829B1,KR20047008264A,"ISLD : ISLD-201905-021 Disc : 1 Project : LTE Standard : TS 36.300|TS 36.300|TS 36.300|TS 36.300|TS 36.300|TS 37.340 Version : 12.4.0|13.2.0|10.0.0|12.4.0|13.2.0|1.0.0 Section : 4.9|5.7|7.5|||4.0, 7.1 Disclosure-Date : 04/23/19",TS 36.300|TS 36.300|TS 36.300|TS 36.300|TS 36.300|TS 37.340,RAN 2|RAN 2|RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
US7729445B2,US2006528812A,ISLD : ISLD-201812-049 Disc : 39 Project : 3GPP Standard : TS 36.101|TS 38.300 Version : 8.0.0|15.2.0 Section : | Disclosure-Date : 09/25/18,TS 36.101|TS 38.300,RAN 4|RAN 2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
